merchant_id,usuario,ciudad,tipo_negocio,cantidad_dinero_usd,latitud,longitud,meses_en_deuna,num_quejas,nivel_deuna,tiene_tarjeta,tipo_tarjeta,miembro_activo,edad,txn_count_last30,txn_count_last90,total_volume_last30,total_volume_last90,avg_ticket_last30,avg_ticket_last90,days_since_last_txn,active_days_last30,volume_trend,frequency_trend,consecutive_inactive_days,months_below_avg,peak_to_current_ratio,ief,segmento_riesgo,pct_jovenes_sector,edad_mediana_sector,densidad_poblacional,potencial_digital_sector,txn_vs_potencial_sector,cac,costo_mantenimiento_mensual,revenue_mensual,meses_recuperar_cac,ltv_estimado,roi_retencion,churned_next30
MER1761,Mónica Martínez,Ambato,Retail / Tienda,9657.87,-1.234103,-78.598625,35,0,Gold,1,Mastercard,1,20,86,229,9662.1,30312.73,112.35,132.37,3,24,18.28,-18.69,0,0,1.06,0.0404,Bajo,0.412,22,Media,0.644,1.669,340.65,56.54,115.95,2.9,115.95,-0.158,0
MER1762,Cristian Flores,Guayaquil,Belleza / Estética,557.58,-2.164935,-79.92239,6,1,Bronce,1,American Express,1,33,7,32,654.22,1762.24,93.46,55.07,6,19,-9.09,-5.14,2,1,0.69,0.2975,Bajo,0.341,30,Media,0.559,1.044,85.23,7.93,7.85,10.9,141.3,1.379,0
MER1763,José Torres,Manta,Construcción / Ferretería,22350.3,-0.984873,-80.720405,27,0,Gold,0,Ninguna,0,52,52,175,21652.28,68530.0,416.39,391.6,13,16,-11.78,-25.78,9,2,0.52,0.469,Bajo,0.35,33,Media,0.57,1.14,363.8,50.97,259.83,1.4,259.83,0.294,0
MER1764,Roberto Guerrero,Ambato,Belleza / Estética,4532.31,-1.211369,-78.577627,16,1,Silver,1,American Express,1,27,25,103,4602.0,13008.9,184.08,126.3,1,22,-9.74,-16.45,0,0,0.82,0.2103,Bajo,0.523,33,Media,0.778,0.918,209.97,16.85,55.22,3.8,441.76,1.863,0
MER1765,Cristian Suárez,Loja,Salud / Farmacia,3886.36,-3.976108,-79.175662,17,1,Silver,0,Ninguna,0,47,15,94,4039.05,13482.42,269.27,143.43,7,13,-32.21,-47.02,3,1,0.59,0.4224,Bajo,0.431,45,Media,0.667,0.643,111.52,16.3,48.47,2.3,339.29,2.604,0
MER1766,María Alvarado,Santo Domingo,Educación,11351.15,-0.277164,-79.21249,53,0,Gold,1,Diners Club,1,56,61,260,10150.4,38802.4,166.4,149.24,5,21,-12.25,-8.17,2,0,1.01,0.1238,Bajo,0.28,38,Media,0.486,1.569,408.43,48.21,121.8,3.4,121.8,-0.056,0
MER1767,Pedro Vargas,Guayaquil,Retail / Tienda,884.56,-2.238875,-79.868935,10,1,Bronce,1,Mastercard,0,38,6,33,969.24,2414.61,161.54,73.17,18,8,-26.0,-33.19,11,3,0.89,0.3859,Medio,0.155,36,Alta,0.486,1.029,43.32,7.07,11.63,3.7,162.82,3.269,1
MER1768,Silvia Suárez,Manta,Belleza / Estética,18070.68,-0.970471,-80.742846,28,4,Gold,1,Diners Club,1,59,77,233,19206.11,56169.31,249.43,241.07,1,18,23.97,13.71,1,0,1.01,0.0,Bajo,0.326,21,Baja,0.451,2.134,293.56,67.25,230.47,1.3,230.47,0.098,0
MER1769,Andrés Mora,Quito,Construcción / Ferretería,4887.54,-0.183574,-78.483448,11,0,Silver,1,Visa,0,32,14,66,5301.66,13960.98,378.69,211.53,14,15,0.49,-30.92,6,1,0.73,0.3002,Bajo,0.469,18,Alta,0.863,0.463,118.27,13.13,63.62,1.9,827.06,6.66,1
MER1770,Jorge Morales,Manta,Belleza / Estética,751.27,-0.966869,-80.683757,4,0,Bronce,0,Ninguna,1,34,5,23,819.15,1972.71,163.83,85.77,19,15,-20.97,-1.07,9,1,0.49,0.2574,Bajo,0.489,36,Media,0.737,0.565,14.39,9.29,9.83,1.5,196.6,11.726,0
MER1771,Cristian Guerrero,Riobamba,Construcción / Ferretería,4960.71,-1.652772,-78.634483,8,1,Silver,1,Visa,1,30,26,103,5416.32,17371.98,208.32,168.66,2,16,-19.94,-20.89,3,0,0.93,0.1878,Bajo,0.491,23,Alta,0.889,0.836,74.61,8.84,65.0,1.1,1040.0,13.584,0
MER1772,Verónica Rivera,Quito,Restaurante / Comida,841.9,-0.208176,-78.484468,3,3,Bronce,1,Visa,1,33,11,37,914.43,1952.86,83.13,52.78,4,16,-28.98,-10.85,4,1,0.61,0.3648,Bajo,0.302,20,Media,0.512,1.79,21.76,0.6,10.97,2.0,230.37,10.504,0
MER1773,Andrea Flores,Guayaquil,Construcción / Ferretería,773.12,-2.205225,-79.896912,1,1,Bronce,0,Ninguna,1,25,12,28,507.36,3896.76,42.28,139.17,13,11,-1.27,-18.17,7,1,0.74,0.2702,Bajo,0.143,33,Alta,0.472,2.119,114.05,8.71,6.09,18.7,140.07,0.999,1
MER1774,Andrés Vargas,Riobamba,Belleza / Estética,387.19,-1.62796,-78.606589,1,3,Bronce,1,Visa,1,57,11,32,196.46,1779.84,17.86,55.62,0,18,-33.23,-9.28,0,1,0.38,0.3911,Bajo,0.285,33,Baja,0.402,2.28,49.71,12.11,2.36,21.1,54.28,0.361,0
MER1775,Valeria Cabrera,Manta,Retail / Tienda,879.36,-1.015703,-80.738751,1,0,Bronce,1,Visa,1,34,10,31,989.9,2338.33,98.99,75.43,5,28,-17.39,-5.2,2,1,0.75,0.2116,Bajo,0.385,30,Alta,0.762,1.094,96.2,5.8,11.88,8.1,273.24,2.659,0
MER1776,Ricardo Alvarado,Guayaquil,Servicios Profesionales,748.91,-2.210438,-79.907227,12,0,Bronce,0,Ninguna,0,50,5,23,802.2,1862.54,160.44,80.98,52,5,-31.4,-15.63,37,3,0.55,0.481,Alto - Inactivo,0.518,35,Media,0.772,0.54,65.76,8.85,9.63,6.8,115.56,1.354,1
MER1777,María Vega,Quito,Supermercado / Abarrotes,3169.6,-0.276302,-78.519972,7,1,Silver,1,Mastercard,1,40,28,117,3486.28,8650.98,124.51,73.94,4,18,-41.02,7.86,0,0,1.18,0.1197,Bajo,0.453,22,Media,0.694,1.153,104.96,23.42,41.84,2.5,711.28,6.107,0
MER1778,Sandra Guerrero,Guayaquil,Restaurante / Comida,101.95,-2.202259,-79.854399,5,1,Bronce,0,Ninguna,1,27,7,29,254.87,645.25,36.41,22.25,19,10,-32.96,-6.82,8,0,0.66,0.2518,Bajo,0.341,36,Alta,0.709,0.823,60.0,4.19,3.06,19.6,58.14,0.759,1
MER1779,Marcos Alvarado,Babahoyo,Salud / Farmacia,4852.44,-1.776919,-79.498677,18,7,Silver,1,American Express,1,31,32,99,3967.04,17257.68,123.97,174.32,4,20,17.75,11.72,4,0,1.28,0.0112,Bajo,0.376,42,Media,0.601,1.521,67.73,12.8,47.6,1.4,285.6,3.65,0
MER1780,Andrea Molina,Quito,Belleza / Estética,967.02,-0.191389,-78.551173,6,0,Bronce,0,Ninguna,1,25,9,20,818.73,2976.8,90.97,148.84,18,16,-15.16,-16.45,12,2,0.66,0.3964,Bajo,0.47,32,Media,0.714,1.05,38.26,9.49,9.82,3.9,176.76,3.876,0
MER1781,Gloria Díaz,Quito,Educación,2852.12,-0.217475,-78.558794,13,0,Silver,1,Visa,1,34,30,103,3452.4,9326.65,115.08,90.55,2,23,-3.73,-19.64,0,0,1.16,0.0793,Bajo,0.461,33,Alta,0.853,1.005,129.89,20.9,41.43,3.1,455.73,3.026,0
MER1782,Sebastián Guerrero,Cuenca,Restaurante / Comida,583.45,-2.930014,-78.98288,35,3,Bronce,1,Diners Club,1,44,10,42,894.6,719.04,89.46,17.12,2,20,-24.14,11.71,0,1,0.52,0.2886,Bajo,0.305,26,Baja,0.426,1.956,46.92,10.13,10.74,4.4,10.74,-0.419,0
MER1783,José Paredes,Cuenca,Restaurante / Comida,727.14,-2.945263,-78.975526,7,5,Bronce,1,Visa,1,35,13,36,938.6,1727.64,72.2,47.99,1,29,-26.14,-9.89,0,0,0.77,0.2039,Bajo,0.404,23,Alta,0.785,1.38,43.26,8.15,11.26,3.8,191.42,3.86,0
MER1784,Juan Torres,Ibarra,Servicios Profesionales,2758.52,0.328637,-78.110963,20,0,Silver,1,Diners Club,1,44,32,110,3152.0,8512.9,98.5,77.39,1,24,-24.73,5.41,0,1,0.82,0.2087,Bajo,0.443,33,Baja,0.592,1.544,89.29,25.9,37.82,2.4,151.28,0.824,0
MER1785,Juan Jiménez,Guayaquil,Restaurante / Comida,401.58,-2.20803,-79.923237,8,2,Bronce,1,Visa,1,28,8,20,401.84,774.4,50.23,38.72,2,17,-3.26,-39.62,0,0,0.78,0.1984,Bajo,0.361,38,Media,0.583,1.144,99.05,3.0,4.82,20.5,77.12,0.688,0
MER1786,Silvia Jiménez,Quito,Restaurante / Comida,5297.71,-0.21605,-78.49638,27,4,Gold,0,Ninguna,0,32,44,176,5247.88,19370.56,119.27,110.06,9,16,-25.6,-17.48,1,3,0.5,0.5013,Medio,0.48,29,Media,0.726,0.758,413.07,53.28,62.97,6.6,62.97,-0.235,0
MER1787,Juan Alvarado,Machala,Construcción / Ferretería,3149.58,-3.226476,-80.000478,18,0,Silver,1,American Express,1,38,40,104,3086.4,10778.56,77.16,103.64,3,23,13.2,28.46,2,0,1.24,0.0774,Bajo,0.45,38,Alta,0.84,1.361,164.23,22.11,37.04,4.4,222.24,0.949,0
MER1788,Andrea Vargas,Cuenca,Retail / Tienda,574.66,-2.87971,-78.963366,3,2,Bronce,1,Visa,1,35,9,27,654.48,1473.12,72.72,54.56,4,23,13.23,-8.69,3,3,0.9,0.3023,Bajo,0.325,36,Alta,0.69,1.087,10.68,13.33,7.85,1.4,164.85,11.691,0
MER1789,Valeria Medina,Loja,Supermercado / Abarrotes,3511.81,-4.035361,-79.158635,9,0,Silver,0,Ninguna,1,35,24,63,4691.28,9996.21,195.47,158.67,13,11,-32.91,-20.29,6,2,0.69,0.3846,Bajo,0.427,30,Baja,0.572,1.199,115.17,25.38,56.3,2.0,844.5,6.672,1
MER1790,Luis García,Guayaquil,Salud / Farmacia,1097.65,-2.204739,-79.837511,3,1,Bronce,1,Visa,1,44,14,33,823.34,3838.89,58.81,116.33,5,15,-23.76,-20.35,2,2,0.89,0.2401,Bajo,0.288,24,Media,0.496,2.352,75.4,6.16,9.88,7.6,207.48,2.507,0
MER1791,Silvia Pérez,Guayaquil,Construcción / Ferretería,529.33,-2.18929,-79.880112,3,0,Bronce,0,Ninguna,1,34,8,36,553.12,180.0,69.14,5.0,3,18,-6.86,15.44,0,1,0.62,0.235,Bajo,0.491,31,Baja,0.649,1.027,56.64,14.48,6.64,8.5,139.44,1.695,0
MER1792,Ana Vega,Quito,Belleza / Estética,541.32,-0.277369,-78.522892,1,1,Bronce,0,Ninguna,1,43,6,35,707.76,175.0,117.96,5.0,10,13,-22.77,-14.29,5,1,0.68,0.3051,Bajo,0.386,33,Baja,0.523,0.956,8.09,5.89,8.49,1.0,195.27,21.953,1
MER1793,Sebastián Vega,Quito,Retail / Tienda,667.2,-0.213859,-78.47712,6,0,Bronce,0,Ninguna,1,40,5,35,745.8,1858.5,149.16,53.1,9,6,-4.47,-12.84,6,3,0.41,0.5113,Medio,0.305,25,Baja,0.426,0.978,10.63,6.38,8.95,1.2,161.1,13.355,0
MER1794,Carolina Romero,Portoviejo,Belleza / Estética,725.03,-1.081932,-80.423304,1,1,Bronce,1,Visa,1,43,10,44,727.0,2256.76,72.7,51.29,3,16,-24.41,9.74,1,1,0.82,0.2013,Bajo,0.313,29,Media,0.526,1.584,51.75,18.26,8.72,5.9,200.56,2.817,0
MER1795,Juan González,Ambato,Transporte,4359.48,-1.238444,-78.654276,17,0,Silver,1,Visa,1,43,32,117,5163.84,15232.23,161.37,130.19,3,18,-2.65,8.99,1,0,1.02,0.1037,Bajo,0.445,22,Media,0.684,1.337,86.54,24.89,61.97,1.4,433.79,4.15,0
MER1796,Luis Herrera,Santo Domingo,Belleza / Estética,347.3,-0.271138,-79.215069,29,2,Bronce,0,Ninguna,1,21,8,31,108.08,986.73,13.51,31.83,11,16,-22.28,-12.8,9,2,0.62,0.3601,Bajo,0.465,27,Media,0.708,0.942,66.81,9.15,1.3,51.4,1.3,-0.391,1
MER1797,José Sánchez,Quito,Salud / Farmacia,612.32,-0.263371,-78.555318,3,0,Bronce,1,Mastercard,1,39,6,44,562.08,2006.4,93.68,45.6,3,14,-32.01,-25.15,2,3,0.84,0.4157,Bajo,0.545,35,Alta,0.954,0.524,21.0,9.9,6.74,3.1,141.54,5.326,0
MER1798,Marcos Alvarado,Manta,Salud / Farmacia,1142.42,-1.01376,-80.725514,1,2,Bronce,1,Visa,1,31,10,37,1311.7,3371.44,131.17,91.12,6,19,-8.91,-9.51,5,0,0.92,0.2071,Bajo,0.376,30,Media,0.601,1.387,69.63,17.27,15.74,4.4,362.02,4.455,0
MER1799,Jorge Paredes,Machala,Salud / Farmacia,662.31,-3.223002,-79.920447,6,0,Bronce,1,Mastercard,1,20,7,35,643.09,2445.8,91.87,69.88,5,19,-16.34,-1.66,1,2,0.84,0.2335,Bajo,0.269,35,Alta,0.623,0.936,44.89,0.15,7.72,5.8,138.96,3.086,0
MER1800,Ramón Morales,Quito,Belleza / Estética,2608.41,-0.180786,-78.502682,18,0,Silver,1,Visa,0,43,23,75,2978.5,7433.25,129.5,99.11,16,15,-27.72,-29.11,11,1,0.6,0.3485,Bajo,0.331,39,Baja,0.457,1.438,144.46,19.55,35.74,4.0,214.44,1.078,0
MER1801,Isabel Ramos,Guayaquil,Restaurante / Comida,941.05,-2.194585,-79.840392,12,1,Bronce,1,Diners Club,1,29,5,34,923.85,3945.02,184.77,116.03,0,19,-9.13,-15.05,0,0,0.92,0.1681,Bajo,0.326,31,Baja,0.451,0.924,63.0,12.15,11.09,5.7,133.08,1.534,0
MER1802,Ramón Ortiz,Quito,Construcción / Ferretería,2636.29,-0.203006,-78.515644,10,0,Silver,1,Visa,1,41,29,118,1745.8,11104.98,60.2,94.11,5,22,-18.58,0.67,2,0,1.11,0.0548,Bajo,0.653,41,Baja,0.844,0.982,80.1,17.75,20.95,3.8,293.3,2.997,0
MER1803,Natalia Sánchez,Quito,Servicios Profesionales,5575.75,-0.250185,-78.546408,16,2,Silver,1,American Express,1,43,39,109,5104.32,17571.89,130.88,161.21,1,20,4.77,-13.03,1,0,1.2,0.1196,Bajo,0.301,29,Alta,0.661,1.686,145.02,22.68,61.25,2.4,490.0,2.91,0
MER1804,Patricia Muñoz,Guayaquil,Belleza / Estética,2221.79,-2.190818,-79.868279,16,2,Silver,0,Ninguna,0,43,16,64,2450.88,6209.28,153.18,97.02,10,12,-18.02,-15.04,4,4,0.8,0.4661,Bajo,0.533,32,Media,0.79,0.579,102.21,22.89,29.41,3.5,235.28,1.63,1
MER1805,Mónica Rivera,Quito,Belleza / Estética,3833.9,-0.250544,-78.564083,27,0,Gold,1,American Express,0,45,57,236,2853.42,14370.04,50.06,60.89,1,23,-16.2,-1.58,1,1,0.76,0.2171,Bajo,0.471,26,Media,0.715,0.997,392.69,55.8,34.24,11.5,34.24,-0.339,0
MER1806,Felipe Suárez,Quito,Educación,898.06,-0.191006,-78.513282,3,3,Bronce,1,Mastercard,1,20,10,32,916.9,1752.32,91.69,54.76,3,13,-11.4,-30.14,1,2,0.69,0.4171,Bajo,0.415,32,Media,0.648,1.286,27.31,1.27,11.0,2.5,231.0,8.319,0
MER1807,Fernando Guerrero,Cuenca,Educación,841.83,-2.92485,-78.977431,3,0,Bronce,1,Diners Club,1,42,8,36,1096.64,1531.8,137.08,42.55,1,12,-11.58,-15.66,2,3,0.88,0.3204,Bajo,0.256,34,Alta,0.607,1.098,29.78,5.69,13.16,2.3,276.36,8.707,1
MER1808,Sebastián Chávez,Guayaquil,Educación,2408.88,-2.176731,-79.871816,18,1,Silver,1,Mastercard,1,33,26,88,2477.54,6292.0,95.29,71.5,1,23,-7.75,6.84,0,1,1.17,0.1276,Bajo,0.284,36,Media,0.491,1.513,129.09,18.71,29.73,4.3,178.38,0.947,0
MER1809,Felipe Castro,Guayaquil,Supermercado / Abarrotes,3249.52,-2.165513,-79.839008,14,3,Silver,0,Ninguna,1,32,23,94,2716.07,8330.28,118.09,88.62,12,18,-11.54,-20.16,7,2,0.76,0.353,Medio,0.359,39,Media,0.581,1.131,92.02,15.1,32.59,2.8,325.9,3.049,1
MER1810,Marcos Herrera,Loja,Tecnología,238.1,-3.952518,-79.244109,5,0,Bronce,1,Visa,1,43,18,33,147.78,1349.7,8.21,40.9,6,15,-7.11,-15.82,5,2,0.77,0.3997,Bajo,0.341,42,Alta,0.709,2.116,76.43,3.57,1.77,43.2,33.63,0.3,0
MER1811,Isabel Vargas,Quito,Educación,1206.82,-0.195417,-78.51608,3,0,Bronce,1,Visa,1,29,10,27,1145.1,3299.94,114.51,122.22,4,16,-34.05,-3.42,1,2,0.83,0.2947,Bajo,0.36,23,Media,0.582,1.432,23.08,7.12,13.74,1.7,288.54,11.576,0
MER1812,Eduardo Suárez,Portoviejo,Tecnología,2319.15,-1.061596,-80.434958,11,1,Silver,1,Mastercard,0,49,28,69,2880.36,5344.05,102.87,77.45,17,8,-51.2,-37.64,13,1,0.54,0.504,Medio,0.273,29,Baja,0.388,2.062,132.32,26.97,34.56,3.8,449.28,2.784,0
MER1813,Carlos López,Riobamba,Transporte,4159.26,-1.618555,-78.618463,10,3,Silver,1,Mastercard,1,35,22,92,4798.64,12909.44,218.12,140.32,13,16,-26.09,-27.61,7,2,0.55,0.464,Bajo,0.61,33,Baja,0.792,0.794,128.15,17.53,57.58,2.2,806.12,5.88,0
MER1814,Felipe Rodríguez,Loja,Belleza / Estética,1202.74,-3.964757,-79.160522,1,0,Bronce,1,Visa,0,37,9,33,845.55,3572.91,93.95,108.27,5,16,-5.98,-28.68,2,1,0.69,0.2952,Bajo,0.388,38,Media,0.616,1.218,38.74,11.28,10.15,3.8,233.45,5.153,0
MER1815,Pedro Mendoza,Machala,Retail / Tienda,606.99,-3.24093,-79.906565,60,2,Bronce,0,Ninguna,1,37,11,19,383.79,1816.78,34.89,95.62,1,17,-39.34,-14.44,0,3,0.75,0.3485,Bajo,0.388,31,Media,0.616,1.488,14.95,11.95,4.61,3.2,4.61,-2.09,0
MER1816,Gabriela Medina,Loja,Salud / Farmacia,735.44,-3.956178,-79.220963,3,2,Bronce,1,Visa,1,48,5,41,645.0,2097.56,129.0,51.16,5,21,-8.44,-1.89,5,0,0.84,0.0602,Bajo,0.383,43,Media,0.61,0.683,16.39,12.01,7.74,2.1,162.54,7.719,0
MER1817,Fernando Rodríguez,Santo Domingo,Transporte,361.81,-0.29635,-79.163909,42,0,Bronce,1,Mastercard,1,42,14,35,438.76,2121.35,31.34,60.61,6,23,1.92,-11.97,3,0,0.9,0.2158,Bajo,0.334,26,Baja,0.461,2.531,27.42,2.82,5.27,5.2,5.27,-0.116,0
MER1818,Isabel Benítez,Quito,Belleza / Estética,233.09,-0.255161,-78.520437,19,1,Silver,0,Ninguna,1,39,29,85,199.52,5435.75,6.88,63.95,5,19,-33.3,-8.37,2,5,0.5,0.6418,Bajo,0.389,27,Alta,0.767,1.08,127.43,17.66,2.39,53.3,11.95,-0.322,0
MER1819,Ramón Flores,Machala,Restaurante / Comida,988.56,-3.284569,-79.909809,1,0,Bronce,0,Ninguna,0,44,10,27,1049.1,2994.84,104.91,110.92,15,7,-21.41,-24.43,12,1,0.37,0.4402,Medio,0.393,32,Media,0.622,1.34,83.74,5.86,12.59,6.7,289.57,3.248,0
MER1820,Juan Cabrera,Portoviejo,Educación,1529.71,-1.074321,-80.430863,11,2,Silver,1,Diners Club,1,41,25,114,675.25,3642.3,27.01,31.95,6,16,-4.53,6.68,3,0,0.87,0.0853,Bajo,0.385,36,Media,0.612,1.167,125.99,22.14,8.1,15.6,105.3,0.309,0
MER1821,Gloria Torres,Riobamba,Transporte,1386.4,-1.636451,-78.643414,6,1,Bronce,1,Visa,1,43,7,36,1436.82,4272.12,205.26,118.67,5,11,6.82,-11.98,6,2,0.85,0.2494,Bajo,0.272,29,Media,0.476,1.225,132.07,6.88,17.24,7.7,310.32,2.193,0
MER1822,Valeria Castro,Cuenca,Salud / Farmacia,659.12,-2.851101,-78.975363,1,2,Bronce,1,Visa,1,20,10,25,117.5,1577.25,11.75,63.09,4,13,6.52,5.29,2,1,0.63,0.143,Bajo,0.466,32,Alta,0.859,0.97,13.31,9.03,1.41,9.4,32.43,0.401,0
MER1823,Diego Mendoza,Latacunga,Restaurante / Comida,2133.87,-0.95834,-78.654267,11,0,Silver,1,Diners Club,1,34,37,102,1286.86,6336.24,34.78,62.12,1,24,-16.02,-15.95,0,1,0.86,0.2144,Bajo,0.349,35,Media,0.569,1.858,106.3,17.54,15.44,6.9,200.72,1.393,0
MER1824,Ramón Muñoz,Quito,Supermercado / Abarrotes,4069.18,-0.234512,-78.558978,20,0,Silver,1,Mastercard,0,36,26,102,4993.82,15771.24,192.07,154.62,9,13,-24.63,-22.43,6,0,0.59,0.2631,Bajo,0.326,34,Media,0.541,1.373,130.14,18.93,59.93,2.2,239.72,1.406,0
MER1825,Lucia González,Guayaquil,Educación,999.58,-2.154618,-79.861126,1,2,Bronce,1,American Express,0,45,8,28,1088.64,3018.12,136.08,107.79,13,18,-4.25,-22.31,9,1,0.64,0.2392,Medio,0.676,27,Media,0.961,0.694,23.45,11.87,13.06,1.8,300.38,11.291,0
MER1826,Alejandro Morales,Guayaquil,Construcción / Ferretería,801.83,-2.206838,-79.840832,1,0,Bronce,1,Visa,1,27,13,27,528.71,2502.9,40.67,92.7,2,15,-19.71,-20.93,2,1,0.62,0.3904,Bajo,0.291,41,Media,0.499,2.171,60.31,4.68,6.34,9.5,145.82,2.185,0
MER1827,Ramón Sánchez,Quito,Supermercado / Abarrotes,2954.31,-0.187028,-78.537445,8,1,Silver,1,Visa,1,41,28,123,2110.92,9977.76,75.39,81.12,4,26,-0.7,11.22,1,0,1.21,0.029,Bajo,0.304,44,Media,0.515,1.553,152.4,11.66,25.33,6.0,405.28,2.43,0
MER1828,Gabriela López,Ibarra,Supermercado / Abarrotes,913.65,0.365717,-78.123177,1,1,Bronce,1,Mastercard,0,38,7,31,819.07,2115.13,117.01,68.23,17,15,-17.67,-13.97,10,1,0.62,0.2799,Bajo,0.228,27,Media,0.424,1.376,33.86,10.68,9.83,3.4,226.09,5.731,0
MER1829,Santiago Pérez,Portoviejo,Retail / Tienda,11775.2,-1.07412,-80.479368,27,0,Gold,1,Visa,1,30,65,220,10622.3,44752.4,163.42,203.42,3,17,-23.86,4.57,0,0,0.91,0.1286,Bajo,0.39,34,Baja,0.528,1.539,373.82,50.39,127.47,2.9,127.47,-0.063,0
MER1830,Mónica Ortiz,Manta,Tecnología,4442.95,-0.956142,-80.756151,21,0,Silver,1,Mastercard,1,48,30,115,4744.2,12843.2,158.14,111.68,3,18,7.42,11.55,1,0,0.81,0.0542,Bajo,0.248,33,Media,0.448,1.913,145.67,16.03,56.93,2.6,170.79,0.842,0
MER1831,Sebastián Ramírez,Cuenca,Salud / Farmacia,7460.36,-2.890601,-78.995802,28,1,Gold,1,American Express,1,42,71,205,7832.72,19200.3,110.32,93.66,0,17,-18.04,-9.89,0,0,1.14,0.1229,Bajo,0.393,28,Media,0.622,1.427,332.51,56.78,93.99,3.5,93.99,-0.23,0
MER1832,Felipe García,Babahoyo,Tecnología,15530.46,-1.830617,-79.484062,60,0,Gold,1,Visa,1,38,73,248,14567.88,48796.48,199.56,196.76,2,22,7.11,17.42,0,2,0.86,0.2128,Bajo,0.468,28,Alta,0.862,1.059,377.39,60.27,174.81,2.2,174.81,-0.016,0
MER1833,Ana Mendoza,Esmeraldas,Belleza / Estética,2574.24,0.982072,-79.69946,11,0,Silver,1,Mastercard,0,20,27,93,1479.87,6989.88,54.81,75.16,4,17,-19.21,-23.08,2,0,0.72,0.2329,Bajo,0.546,40,Alta,0.955,0.808,121.09,13.41,17.76,6.8,230.88,1.574,0
MER1834,Juan Guerrero,Quito,Belleza / Estética,934.61,-0.244824,-78.561235,3,0,Bronce,1,Diners Club,1,34,11,33,1120.24,3565.32,101.84,108.04,3,8,-0.86,-21.47,3,1,1.09,0.2072,Bajo,0.288,23,Baja,0.406,2.258,31.19,11.3,13.44,2.3,282.24,7.962,0
MER1835,Ramón Flores,Ambato,Educación,4518.58,-1.288372,-78.601313,7,0,Silver,1,Mastercard,0,23,18,84,3709.98,13483.68,206.11,160.52,7,12,-8.16,-6.8,3,1,0.61,0.3194,Bajo,0.257,38,Media,0.458,1.123,157.91,23.13,44.52,3.5,756.84,4.353,0
MER1836,Ricardo Medina,Cuenca,Servicios Profesionales,2564.29,-2.88377,-78.982016,10,1,Silver,1,Visa,1,38,36,118,2458.08,10824.14,68.28,91.73,3,18,-3.84,-9.47,0,0,0.93,0.1652,Bajo,0.348,34,Alta,0.718,1.433,119.55,22.7,29.5,4.1,413.0,2.885,0
MER1837,Ana Muñoz,Guayaquil,Construcción / Ferretería,584.57,-2.153492,-79.883116,4,3,Bronce,0,Ninguna,1,46,7,22,585.83,1850.2,83.69,84.1,18,14,-12.29,-24.25,6,1,0.76,0.3226,Bajo,0.35,38,Media,0.57,1.023,40.78,5.05,7.03,5.8,140.6,3.076,0
MER1838,Felipe Benítez,Cuenca,Restaurante / Comida,898.19,-2.896839,-78.968988,2,0,Bronce,1,Mastercard,1,32,9,40,1020.96,1984.8,113.44,49.62,0,14,17.99,-35.16,0,1,0.76,0.2763,Bajo,0.423,34,Media,0.658,1.14,27.85,10.17,12.25,2.3,269.5,8.581,0
MER1839,Roberto Chávez,Manta,Transporte,5004.25,-1.017246,-80.739415,7,0,Silver,1,Visa,0,23,19,80,4988.64,17767.2,262.56,222.09,12,14,8.67,-21.94,7,2,0.43,0.4623,Bajo,0.574,35,Baja,0.749,0.725,148.07,24.55,59.86,2.5,1017.62,6.375,0
MER1840,Daniela Flores,Quito,Servicios Profesionales,793.36,-0.260878,-78.529866,1,0,Bronce,1,Visa,1,55,10,36,658.6,4029.84,65.86,111.94,3,15,-14.68,-16.3,2,1,0.72,0.3597,Bajo,0.329,29,Media,0.545,1.529,73.23,0.07,7.9,9.3,181.7,2.478,0
MER1841,Mónica Pérez,Portoviejo,Construcción / Ferretería,2270.81,-1.01445,-80.428047,10,0,Silver,1,Visa,1,50,38,88,1940.28,8799.12,51.06,99.99,1,18,17.17,-4.18,2,0,0.99,0.0847,Bajo,0.378,45,Alta,0.754,1.44,129.29,25.5,23.28,5.6,325.92,1.929,0
MER1842,Ramón Martínez,Quito,Belleza / Estética,4302.61,-0.249241,-78.512343,60,0,Gold,0,Ninguna,0,27,46,152,4070.54,15730.48,88.49,103.49,5,10,-20.06,-43.62,3,2,0.55,0.4968,Medio,0.48,28,Media,0.726,0.792,336.04,60.08,48.85,6.9,48.85,-0.391,0
MER1843,Daniela Vargas,Quito,Restaurante / Comida,428.0,-0.257334,-78.492858,8,0,Bronce,0,Ninguna,1,26,6,41,378.96,1617.45,63.16,39.45,3,12,2.42,-9.28,1,1,1.08,0.133,Bajo,0.473,26,Media,0.718,0.696,49.25,4.88,4.55,10.8,72.8,1.181,0
MER1844,Daniela Benítez,Esmeraldas,Tecnología,4226.85,0.964332,-79.69691,15,2,Silver,1,Mastercard,0,27,10,78,4252.9,12437.1,425.29,159.45,6,14,-27.31,7.41,0,5,0.78,0.4548,Bajo,0.463,27,Alta,0.856,0.334,120.89,12.38,51.03,2.4,459.27,3.492,0
MER1845,Pedro Torres,Machala,Construcción / Ferretería,928.76,-3.27356,-79.918074,5,0,Bronce,1,Diners Club,1,31,11,38,982.08,4363.54,89.28,114.83,4,21,-1.47,-15.04,1,2,0.81,0.2379,Bajo,0.379,41,Baja,0.515,1.78,93.6,7.95,11.78,7.9,223.82,2.136,0
